,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
78603,20160716X21535,Accident,2016,NY,United States,Fatal,Destroyed,Airplane,Piper,PA 28R-201,1.0,,3.0,0.0,1.0,0.0,VMC,"The pilot's inadequate preflight weight and balance and performance planning, which resulted in the airplane being over gross weight. Also causal were the pilot's decision not to use the entire runway for takeoff, his premature liftoff, and his failure to attain adequate airspeed, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall."
78604,20160718X03838,Accident,2016,CO,United States,Non-Fatal,Substantial,Airplane,Aeronca,7BCM,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilot's decision to continue the takeoff after observing a partial loss of engine power, the reason for which could not be determined because postaccident examination of the airframe and engine revealed no evidence of mechanical malfunctions or failures."
78606,20160718X90610,Accident,2016,MA,United States,Fatal,Substantial,Airplane,Piper,PA24,1.0,,1.0,0.0,1.0,0.0,VMC,"The pilot's improper fuel management, which resulted in exhaustion of the fuel in the selected fuel tank and a total loss of engine power due to fuel starvation."
78616,20160718X62313,Accident,2016,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The failure of both pilots to see and avoid each other during cruise flight, which resulted in a midair collision."
78618,20160721X52728,Accident,2016,MO,United States,Non-Fatal,Substantial,Airplane,Boeing,A75,1.0,,0.0,1.0,0.0,1.0,VMC,The pilot's loss of control while performing an aerobatic maneuver resulting in an inadvertent spin and collision with trees and terrain.
78620,20160718X61154,Accident,2016,MT,United States,Non-Fatal,Substantial,Airplane,Beech,19A,1.0,,0.0,1.0,0.0,0.0,VMC,The pilot's failure to reposition the fuel selector valve to the on position prior to takeoff resulting in a loss of engine power due to fuel starvation. Contributing to the accident was the pilot's failure to properly complete the pre-takeoff checklist.
78623,20160721X51753,Accident,2016,NC,United States,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,LENOIR AVIATION CLUB INC.,0.0,0.0,0.0,1.0,IMC,"The pilot's encounter with instrument meteorological conditions, which resulted in an emergency descent through fog, a runway overrun on a wet grass runway, and a collision with a ditch and vegetation. Contributing to the accident was the pilot's failure to obtain a weather briefing prior to the flight."
78624,20160725X60857,Accident,2016,MO,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,T&C Aviation,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper pitch control during the landing flare, which resulted in a porpoise and substantial damage to the firewall."
78625,20160718X25334,Accident,2016,MI,United States,Fatal,Substantial,Airplane,Aeronca,11AC,1.0,,2.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain airspeed following a loss of engine power due to carburetor icing while turning from base to final at a low altitude, which resulted in the airplane's wing exceeding its critical angle of attack and a subsequent aerodynamic stall. 
"
78626,20160719X34755,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,182J,1.0,,0.0,2.0,1.0,0.0,VMC,"An electrical system malfunction for reasons that could not be determined, and the subsequent loss of engine power due to the loss of the electrical boost pumps. Also causal was the pilot's improper emergency action following the loss of engine power due to his lack of knowledge regarding the engines supercharger system."
78630,20160720X55139,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,,0.0,0.0,0.0,4.0,VMC,"The overstress fracture of the left main landing (MLG) gear axle attachment bolts and the subsequent separation of the left MLG wheel, which resulted in the pilots inability to control the airplane.
"
78634,20160721X24536,Accident,2016,PA,United States,Non-Fatal,Substantial,Airplane,Aeronca,7BCM,1.0,,0.0,0.0,1.0,0.0,VMC,The pilot's failure to properly set the throttle and secure the airplane before hand-propping the engine for startup.
78635,20160721X51844,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Alaska Gulf Coast Adventures,0.0,0.0,0.0,5.0,VMC,"The pilot's improper landing flare, which resulted in a hard landing and subsequent landing gear separation and collapse."
78638,20160829X00908,Accident,2016,NC,United States,Non-Fatal,Substantial,Airplane,Beech,B200,2.0,,0.0,0.0,0.0,2.0,VMC,A collision with a bush during landing.
78640,20160721X74604,Accident,2016,IL,United States,Fatal,Destroyed,Airplane,Piper,PA 30,2.0,,1.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain airplane control during an en route climb near convective activity, which resulted in an aerodynamic stall, an uncontrolled descent, and a subsequent in-flight breakup due to an exceedance of the airplane's design load limitations."
78642,20160727X44252,Accident,2016,WI,United States,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Sky Dive Twin Cities,0.0,0.0,0.0,15.0,VMC,"The pilot's decision to land the fully loaded parachutist drop airplane on a wet grass runway that had insufficient length for the landing in high temperature conditions, which resulted in a runway overrun, when a more suitable longer runway was available at a nearby airport."
78645,20160725X61204,Accident,2016,GA,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,,0.0,2.0,0.0,0.0,VMC,"The pilot's failure to replace the left fuel cap following the preflight inspection, which resulted in fuel exhaustion, a loss of engine power, an emergency landing, and impact with terrain."
78646,20160726X63300,Accident,2016,OK,United States,Non-Fatal,Substantial,Airplane,Piper,PA46,1.0,,0.0,0.0,0.0,4.0,VMC,"The pilot's failure to maintain directional control during takeoff after multiple climb attempts at insufficient airspeed, which resulted in a runway excursion, a landing gear collapse, and a collision with a ditch."
78649,20160723X20253,Accident,2016,CA,United States,Fatal,Substantial,Airplane,Air Tractor Inc,AT 502B,1.1327227239960989,GROWERS AIR SERVICE INC,1.0,1.0,0.0,0.0,VMC,"The failure of both pilots to maintain an adequate visual lookout, which resulted in a midair collision. Also causal was the other pilot's use of two sedating antihistamines and two impairing medication and the effect of sun glare on his visual lookout, which likely led to his inability to successfully see and avoid the other airplane."
78653,20160726X45359,Accident,2016,NJ,United States,Non-Fatal,Substantial,Airplane,Cessna,310L,2.0,,0.0,0.0,0.0,2.0,VMC,"The overtravel of the main landing gear (MLG) actuator, which resulted in the MLG partially collapsing upon landing. The reasons for the overtravel of the MLG actuator could not be determined due to the unavailability of the wreckage."
78656,20160724X01920,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Beech,65 A90,2.0,,0.0,0.0,0.0,15.0,VMC,"The pilots failure to maintain an adequate airspeed and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall and subsequent spin. Also causal to the accident was the pilots failure to follow prescribed spin recovery procedures, which resulted in increased airspeed and airflow and the subsequent overstress separation of the right horizontal stabilizer. Contributing to the accident was the pilots inadequate preflight weight and balance calculations, which resulted in the center of gravity being aft of the limit.
"
78658,20160724X73215,Accident,2016,NE,United States,Fatal,Substantial,Airplane,Beech,95 B55 (T42A),2.0,LeMay Aero Club,2.0,0.0,0.0,0.0,VMC,"The pilot's loss of airplane control during a practice stall maneuver, which resulted in a spin that continued to ground impact."
78660,20160726X22534,Accident,2016,MA,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,1.0,,0.0,2.0,0.0,2.0,VMC,"The pilot's failure to maintain an appropriate descent rate during landing, which resulted in a hard landing, followed by a loss of directional control, runway excursion, and an impact with a security fence and vehicles during the subsequent attempt to abort the landing."
78665,20160727X41817,Accident,2016,IA,United States,Non-Fatal,Substantial,Airplane,Cessna,188,1.0,,0.0,0.0,0.0,1.0,VMC,"The loss of engine power for undetermined reasons due to the pilot not making the airplane or engine available for examination, which resulted in a forced landing and an impact with terrain."
78667,20160802X83354,Accident,2016,WA,United States,Non-Fatal,Substantial,Airplane,Aeronca,11AC,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during landing, and subsequent wing tip strike, which resulted in substantial damage to the rear spar."
78669,20160727X20105,Accident,2016,CA,United States,Fatal,Substantial,Airplane,Cessna,310B,2.0,,4.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain control during takeoff initial climb for reasons that could not be determined because a postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.
78671,20160728X74105,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper approach descent rate and landing flare attitude, which resulted in a hard landing and collapse of the nose landing gear."
78672,20160728X82503,Accident,2016,MN,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 301,1.0,Willmar Aerial Spraying INC,0.0,0.0,0.0,1.0,VMC,"The pilot's diverted attention inside the cockpit and failure to maintain the airplane's altitude while maneuvering at a low altitude, resulting in an impact with terrain."
78673,20160728X85058,Accident,2016,VA,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,,0.0,1.0,0.0,0.0,VMC,"An evasive maneuver during the landing flare to avoid deer on the runway, which resulted in a collision with trees and terrain during a go-around. Contributing to the accident was the lack of an airport perimeter fence."
78678,20160801X04321,Accident,2016,WI,United States,Fatal,Destroyed,Airplane,Mooney,M20J,1.0,Pilot,1.0,0.0,0.0,0.0,IMC,The pilot's loss of airplane control during an instrument approach. Contributing to the accident was the pilot's lack of instrument flight proficiency.
78679,20160801X32530,Accident,2016,NV,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR,1.0,KCB Air LLC.,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to maintain directional control during the landing roll in gusty crosswind conditions, which resulted in a runway excursion and a landing gear collapse."
78680,20160801X33224,Accident,2016,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to retract the flaps during a go-around in high density altitude conditions, resulting in the airplane's inability to climb and a subsequent collision with terrain and nose over."
78683,20160729X30645,Accident,2016,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA28R,1.0,,0.0,1.0,0.0,1.0,VMC,A total loss of engine power during approach for reasons that could not be determined because postaccident examination did not reveal any evidence of preimpact mechanical malfunctions or failures that would have precluded normal operation.
78684,20160729X31455,Accident,2016,CA,United States,Fatal,Destroyed,Airplane,Piper,PA-31T,2.0,Cal-Ore Life Flight,4.0,0.0,0.0,0.0,IMC,An inflight fire in the floor area near the main bus tie circuit breaker panel that resulted from chafing between an electrical wire and a hydraulic line and/or airplane structure.
78685,20160729X45721,Accident,2016,IA,United States,Fatal,Destroyed,Airplane,Air Tractor Inc,AT 402,1.1327227239960989,Watson Ag Aviation LLC,1.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain adequate clearance from power lines. Contributing to the accident was the pilot's failure to circle over the field to identify hazards before beginning the aerial application.
78686,20160801X11947,Accident,2016,NJ,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain a safe taxi distance from a large turbine-powered airplane, resulting in an encounter of the turbine-powered airplane's jet blast while taxiing."
78687,20160801X43359,Accident,2016,AZ,United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's incorrect balked landing procedure, which resulted in an uncontrolled descent, hard landing, a runway excursion, and nose gear collapse."
78696,20160804X30952,Accident,2016,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,SUNSTATE AVIATION FLIGHT SCHOOL,0.0,0.0,0.0,1.0,VMC,The student pilot's failure to maintain directional control during takeoff.
78698,20160802X20737,Accident,2016,IL,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,1.0,,0.0,0.0,0.0,1.0,VMC,"The failure of the No. 4 cylinder exhaust valve, which resulted in a partial loss of engine power and a forced landing. Contributing to the valve failure and loss of engine power was the extended time since the last overhaul."
78699,20160802X45159,Accident,2016,MT,United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,,0.0,0.0,0.0,3.0,VMC,"The airplane's hard landing during an aborted takeoff, following an encounter with a downdraft during takeoff initial climb from a remote mountain airstrip, resulting in an uncontrolled descent, attempt to land on the runway remaining, and subsequent nose over."
78700,20160808X21820,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,,0.0,0.0,0.0,5.0,VMC,"The pilot's failure to maintain adequate airspeed during the initial climb after taking off from a wet runway and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall."
78704,20160802X52208,Accident,2016,OR,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Hillsboro Aero Academy,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to maintain pitch control during the landing flare in gusty crosswind conditions, which resulted in a hard landing/abnormal runway contact, a partial nose wheel collapse and substantial damage to the firewall."
78705,20160803X03110,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Beech,F33,1.0,,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to attain adequate airspeed to climb and her exceedance of the airplane's critical angle-of-attack during takeoff initial climb at night, which resulted in an aerodynamic stall at low altitude."
78707,20160802X22428,Accident,2016,UT,United States,Non-Fatal,Substantial,Airplane,Beech,C 99,2.0,AMERIFLIGHT INC,0.0,0.0,0.0,1.0,VMC,An in-flight collision with power lines.
78710,20160804X02641,Accident,2016,ID,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 301,1.0,,0.0,0.0,0.0,1.0,VMC,"A partial loss of engine power due to an internal catastrophic failure of the master rod crankpin bearing. 
"
78711,20160804X15418,Accident,2016,MS,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain an appropriate pitch attitude during landing, which resulted in an initial nose wheel contact, followed by a nose gear collapse, and the airplane came to rest in a nose down position."
78712,20160806X22308,Accident,2016,MT,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,WHEELS DOWN LLC,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to ensure that his seat was adjusted and locked, which resulted in his seat sliding aft during the takeoff roll, and the subsequent loss of directional control and runway excursion."
78713,20160808X04351,Accident,2016,WI,United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,,0.0,0.0,0.0,3.0,VMC,"A loss of engine power due to oil starvation, which resulted from the pilot, who was not a certified airframe and powerplant mechanic, removing the vacuum pump from the engine, and his misconception that he could operate the airplane without the pump. "
78714,20160808X74417,Accident,2016,NC,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Brunswick Air Inc.,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain pitch control during the landing flare, which resulted in a hard landing and substantial damage to the firewall."
78718,20160803X31656,Accident,2016,NM,United States,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and a ground loop."
78719,20160803X34325,Accident,2016,AZ,United States,Fatal,Destroyed,Airplane,Piper,PA 34-200T,2.0,,1.0,0.0,0.0,0.0,VMC,"A departure flight path that consisted of several unexplained turns during the initial climbout, and terminated in a high-speed descent and ground impact. The reason(s) for the turns and descent could not be determined due to lack of definitive evidence."
78721,20160803X61838,Accident,2016,NJ,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilot's failure to maintain lateral bank control during final approach, which resulted with an impact with a tree and substantial damage to the left and right wings."
78723,20160803X75916,Accident,2016,FL,United States,Fatal,Destroyed,Airplane,Cessna,414,2.0,,1.0,0.0,0.0,0.0,VMC,"The pilot's loss of control due to spatial disorientation shortly after takeoff, while maneuvering over water during dark night conditions."
78725,20160804X62813,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,M.I. AIR Corp.,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to maintain directional control during an aborted landing, which resulted in a runway excursion and a nose over in rough terrain."
78729,20160805X22208,Accident,2016,WA,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain clearance from the building door, which resulted in substantial damage to the left wing."
78733,20160809X31823,Accident,2016,MD,United States,Non-Fatal,Substantial,Airplane,Beech,F33,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's excessive airspeed during landing, which resulted in a runway overrun, and impact with a ditch."
78734,20160805X32217,Accident,2016,OH,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,,0.0,1.0,0.0,1.0,VMC,"A partial loss of engine power due to a fatigue crack of the No. 2 cylinder cooling fin, which resulted in failure of the No. 2 cylinder.  
 "
78736,20160805X44633,Accident,2016,MD,United States,Non-Fatal,Substantial,Airplane,Boeing,737 3H4,2.0,Southwest Airlines,0.0,0.0,0.0,134.0,VMC,the tug operators excessive speed during pushback.
78738,20160808X23924,Accident,2016,IA,United States,Fatal,Destroyed,Airplane,Piper,PA-11,1.0,AGRI-FLITE INC,2.0,0.0,0.0,0.0,VMC,"The pilot's inadequate preflight planning, which resulted in the airplane being operated above its maximum gross weight, degraded its climb performance, and led to an aerodynamic stall during the initial climb."
78741,20160825X42401,Accident,2016,MO,United States,Non-Fatal,Substantial,Airplane,Piper,PA 25-235,1.0,,0.0,0.0,0.0,1.0,VMC,"The mechanic's improper installation of the left aileron swage fitting, which resulted in an inflight loss of control."
78743,20160906X24205,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,1.0,,0.0,0.0,0.0,5.0,VMC,"The failure of the right main landing gear (MLG) down-lock mechanism, which resulted in the collapse of the landing gear. The root cause of the right MLG down-lock mechanism could not be determined because the components were not available for examination."
78745,20160806X52719,Accident,2016,MA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28R-201,1.0,Northhampton Aeronautics,0.0,0.0,0.0,2.0,VMC,"The failure of the alternate air valve plate hinge pin, which caused the alternate air valve plate to lodge in the fuel servo assembly, which resulted in a restriction of air to the fuel servo assembly, a loss of engine power, and an off-airport emergency landing."
78747,20160808X41242,Accident,2016,OH,United States,Non-Fatal,Destroyed,Airplane,Cessna,180,1.0,,0.0,1.0,0.0,0.0,VMC,The partial loss of engine power due to carburetor icing during an attempted go-around.
78749,20160809X20707,Accident,2016,OR,United States,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to attain a proper touchdown point and loss of directional control and her subsequent excessive brake application, which resulted in a nose-over."
78751,20160907X35746,Accident,2016,OH,United States,Non-Fatal,Substantial,Airplane,Piper,PA24,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's descent below the intended glidepath during the approach, which resulted in an impact with a ditch prior to the runway."
78758,20160808X03845,Accident,2016,NY,United States,Non-Fatal,Destroyed,Airplane,Cessna,177,1.0,,0.0,4.0,0.0,0.0,VMC,"The pilots improper recovery from a slow flight configuration at low altitude, which resulted in an exceedance of the airplanes critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilots decision to operate at low altitude."
78760,20160808X65051,Accident,2016,AR,United States,Fatal,Substantial,Airplane,Air Tractor Inc,AT-502B,1.0,BURNETTE AVIATION INC,1.0,0.0,0.0,0.0,VMC,The pilot's failure to maintain clearance from a transmission line while maneuvering at low altitude.
78761,20160810X23719,Accident,2016,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Pacific Skies Aviation LLC.,0.0,0.0,0.0,2.0,VMC,"The failure of the right main landing gear to fully extend for reasons that could not be determined because postaccident examination and testing did not reveal any evidence of preimpact mechanical failures or malfunctions that would have precluded normal operation. 

 
"
78767,20160814X02523,Accident,2016,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,SKYMATES INC,0.0,0.0,0.0,1.0,VMC,The student pilot's improper recovery from a bounced landing.
78771,20160811X81653,Accident,2016,NY,United States,Non-Fatal,Substantial,Airplane,Boeing,737 832,2.0,Delta Air Lines,0.0,0.0,0.0,168.0,VMC,inadvertent collision by ground service vehicle.
78772,20160816X05940,Accident,2016,MI,United States,Non-Fatal,Substantial,Airplane,Piper,J5C,1.0,,0.0,1.0,1.0,0.0,VMC,"The pilot's improper landing flare, which resulted in a bounced landing, and a subsequent loss of control followed by a runway excursion."
78773,20160815X01623,Accident,2016,NY,United States,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,WESTERN NEW YORK FLYING CLUB INC,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to perform a go-around, which resulted in a landing area overshoot, a runway overrun, a landing gear collapse, and a collision with a guard rail."
78774,20160817X62230,Accident,2016,AR,United States,Non-Fatal,Substantial,Airplane,Maule,MXT7,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and a nose over. Contributing to the accident was the pilot's limited forward visibility due to sun glare."
78776,20160812X50604,Accident,2016,VA,United States,Fatal,Substantial,Airplane,Beech,95 B55 (T42A),2.0,ROSS & COMPANY PLLC,6.0,0.0,0.0,0.0,VMC,"The pilot(s) failure to maintain adequate airspeed during an attempted go-around, which resulted in an exceedance of the airplane's critical angle of attack and an aerodynamic stall."
78782,20160816X70910,Accident,2016,OR,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,HILLSBORO AERO ACADEMY,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper pitch control during the landing flare, which resulted in a porpoise and substantial damage to the engine mount."
78785,20160815X12510,Accident,2016,IA,United States,Non-Fatal,Destroyed,Airplane,Cirrus Design Corp,SR20,1.0,"Alidade Partners, LLC",0.0,3.0,0.0,1.0,VMC,"The two separations in the induction system due to improper installation and/or maintenance, which resulted in a partial loss of engine power during initial climb."
78788,20160816X44909,Accident,2016,NY,United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,,0.0,0.0,0.0,2.0,VMC,"Maintenance personnels inadequate maintenance and inspection of the airplane, which resulted in the left elevator attachment bolt backing out of the nutplate, and partial inflight separation and damage of the elevator."
78789,20160816X45403,Accident,2016,OK,United States,Non-Fatal,Substantial,Airplane,Cessna,TU206C,1.0,Gypsy Moth Skydiving LLC,0.0,7.0,0.0,0.0,VMC,A total loss of engine power after takeoff for reasons that could not be determined based on the available information.
78791,20160829X53416,Accident,2016,FL,United States,Non-Fatal,Minor,Airplane,Piper,PA 34,2.0,ELI AIR CENTER INC.,0.0,0.0,0.0,3.0,VMC,"The pilot's failure to ensure that the brake was fully engaged and his subsequent failure to notice that his airplane was rolling forward, which resulted in it hitting another airplane."
78792,20160814X40011,Accident,2016,AL,United States,Fatal,Substantial,Airplane,Piper,PA 31,2.0,,6.0,0.0,0.0,0.0,VMC,"A total loss of power in both engines due to fuel starvation as a result of the pilot's fuel mismanagement, and his subsequent failure to follow the emergency checklist. Contributing to the pilot's failure to follow the emergency checklist was his lack of emergency procedures training in the accident airplane."
78795,20160817X93423,Accident,2016,MN,United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,,0.0,0.0,0.0,2.0,VMC,"A partial loss of engine power due to the formation of carburetor ice, which resulted in reduced climb capability and impact with vegetation and terrain during takeoff. "
78796,20160908X75856,Accident,2016,MO,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilots improper landing flare and subsequent improper recovery from a bounced landing, which resulted in the airplane porpoising. 
"
78797,20160817X05516,Accident,2016,NH,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's improper fuel management, which resulted in fuel exhaustion, a total loss of engine power, a forced landing, and nose over."
78798,20160819X61537,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA18,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain clearance from obstacles while landing on a coastal beach.
78802,20160818X05043,Accident,2016,GA,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Jacob Luitjens,0.0,0.0,0.0,1.0,VMC,"The student pilot's improper decision to land long and maintain excessive speed during the landing roll. Contributing to the accident was the student pilot's decision to maintain full flaps and aft yoke inputs at a higher speed, reducing his ability to stop the airplane on the runway."
78803,20160818X34337,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,,0.0,0.0,0.0,4.0,VMC,"The pilot's failure to maintain a controlled landing flare, which resulted in a hard landing. Contributing to the accident was the pilot's inattention and distraction."
78804,20160822X24755,Accident,2016,MN,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Inflight Holdings LLC.,0.0,0.0,0.0,2.0,VMC,"The student pilot's improper pitch technique after rotation during a short field take off, which resulted in the right wing impacting the ground and a nose gear collapse."
78806,20160822X94859,Accident,2016,TX,United States,Non-Fatal,Unknown,Airplane,Boeing,737 924,2.0,United Airlines,0.0,0.0,1.0,141.0,VMC,an encounter with convective turbulence.
78807,20160829X54344,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's exceedance of the critical angle of attack during the landing flare, which resulted in an aerodynamic stall and a hard landing."
78813,20160819X95608,Accident,2016,FL,United States,Non-Fatal,Substantial,Airplane,Piper,PA34,2.0,AMERICAN FLIGHT TRAINING LLC,0.0,0.0,0.0,2.0,VMC,"Maintenance personnels failure to comply with an airworthiness directive for the propeller, which resulted in a propeller hub failure due to fatigue."
78814,20160822X54432,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's excessive brake application during the landing roll resulting in a nose over.
78815,20160823X22819,Accident,2016,OR,United States,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,OREGON STATE POLICE,0.0,0.0,0.0,2.0,VMC,"The pilot's improper landing flare, which resulted in the airplane porpoising and the subsequent loss of directional control."
78816,20160829X91320,Accident,2016,MA,United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Aptis Aviation,0.0,0.0,0.0,1.0,VMC,"A total loss of engine power during descent for reasons that could not be determined because postaccident examination of the airframe and engine revealed no anomalies that would have precluded normal operation.
"
78818,20160822X91159,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,2.0,VMC,"The facility's designation of the taxiway for use by maintenance personnel to conduct high thrust tests without appropriate safeguards in place, which led to maintenance personnel conducting high-power, run-up thrust procedures across the active taxiway and resulted in the loss of directional control of a light, single-engine airplane on the taxiway when it encountered a sudden, unexpected blast of engine thrust."
78820,20160822X31417,Accident,2016,TN,United States,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion and a ground loop."
78822,20160824X52928,Accident,2016,ID,United States,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a ground loop."
78823,20160825X21438,Accident,2016,FL,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's improper pitch control during landing, which resulted in a bounced landing, and a nose landing gear collapse."
78824,20160922X94831,Accident,2016,GA,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR20,1.0,COPY RIGHT EXPRESS LLC.,0.0,0.0,0.0,1.0,VMC,"The total loss of engine power during takeoff due to a loose B-nut on the fuel flow divider input fuel line fitting, which resulted in a fuel leak and fuel starvation. 
"
78826,20160823X90755,Accident,2016,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,T207,1.0,Smokey Bay Air Inc,0.0,0.0,0.0,1.0,VMC,"The pilots unstabilized approach and a subsequent runway overrun while landing on a short runway in variable wind conditions.
"
78827,20160825X83222,Accident,2016,PA,United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,,0.0,0.0,0.0,1.0,VMC,"The student pilot's distraction during taxi operations, which resulted in the airplane's left wing impacting a hangar."
